year,congressional_district,state,state_abbreviation,district_number,special_election,candidate,party,candidate_votes,total_votes,candidate_percent
2018,NY-21,New York,NY,21,False,Lynn Kahn,other,3437,235267,0.014608933679606575
2018,NY-21,New York,NY,21,False,Tedra L. Cobb,other,4425,235267,0.018808417670136482
2018,NY-21,New York,NY,21,False,Elise M. Stefanik,other,3369,235267,0.014319900368517472
2018,NY-21,New York,NY,21,False,Tedra L. Cobb,other,1972,235267,0.008381966021583987
2018,NY-21,New York,NY,21,False,Elise M. Stefanik,other,781,235267,0.0033196325876557273
2018,NY-21,New York,NY,21,False,,other,58,235267,0.00024652841239952906
2018,NY-22,New York,NY,22,False,Anthony J. Brindisi,democrat,116001,251212,0.46176536152731557
2018,NY-22,New York,NY,22,False,Claudia Tenney,republican,110125,251212,0.4383747591675557
2018,NY-22,New York,NY,22,False,Claudia Tenney,other,12061,251212,0.04801124150120217
2018,NY-22,New York,NY,22,False,Anthony J. Brindisi,other,4651,251212,0.01851424295017754
2018,NY-22,New York,NY,22,False,Anthony J. Brindisi,other,5673,251212,0.02258251994331481
2018,NY-22,New York,NY,22,False,Anthony J. Brindisi,other,1390,251212,0.005533175166791395
2018,NY-22,New York,NY,22,False,Claudia Tenney,other,1056,251212,0.0042036208461379235
2018,NY-22,New York,NY,22,False,,other,255,251212,0.0010150788975048963
2018,NY-23,New York,NY,23,False,Tracy Mitrano,democrat,100914,240374,0.41982077928561323
2018,NY-23,New York,NY,23,False,"Thomas W. Reed, II",republican,114722,240374,0.47726459600455956
2018,NY-23,New York,NY,23,False,"Thomas W. Reed, II",other,12274,240374,0.051062094902110874
2018,NY-23,New York,NY,23,False,Tracy Mitrano,other,6464,240374,0.026891427525439524
2018,NY-23,New York,NY,23,False,"Thomas W. Reed, II",other,3327,240374,0.013840931215522477
2018,NY-23,New York,NY,23,False,Tracy Mitrano,other,2554,240374,0.010625109204822484
2018,NY-23,New York,NY,23,False,,other,119,240374,0.0004950618619318229
2018,NY-24,New York,NY,24,False,Dana Balter,democrat,115902,260477,0.44496059153015427
2018,NY-24,New York,NY,24,False,John M. Katko,republican,113538,260477,0.43588493417844953
2018,NY-24,New York,NY,24,False,John M. Katko,other,16972,260477,0.06515738433719676
2018,NY-24,New York,NY,24,False,Dana Balter,other,4784,260477,0.018366304894482047
2018,NY-24,New York,NY,24,False,John M. Katko,other,5454,260477,0.020938508966242702
2018,NY-24,New York,NY,24,False,Dana Balter,other,2540,260477,0.009751340809361287
2018,NY-24,New York,NY,24,False,John M. Katko,other,956,260477,0.003670189690452516
2018,NY-24,New York,NY,24,False,,other,331,260477,0.0012707455936608607
2018,NY-25,New York,NY,25,False,Joseph D. Morelle,democrat,147979,270120,0.547826891751814
2018,NY-25,New York,NY,25,False,Jim Maxwell,republican,91342,270120,0.3381534132977936
2018,NY-25,New York,NY,25,False,Jim Maxwell,other,17781,270120,0.0658262994224789
2018,NY-25,New York,NY,25,False,Joseph D. Morelle,other,4575,270120,0.01693691692581075
2018,NY-25,New York,NY,25,False,Joseph D. Morelle,other,4585,270120,0.016973937509255146
2018,NY-25,New York,NY,25,False,Joseph D. Morelle,other,2105,270120,0.0077928328150451654
2018,NY-25,New York,NY,25,False,Jim Maxwell,other,1613,270120,0.005971420109580927
2018,NY-25,New York,NY,25,False,,other,140,270120,0.0005182881682215312
2018,NY-26,New York,NY,26,False,Brian Higgins,democrat,156968,230663,0.680507927149131
2018,NY-26,New York,NY,26,False,Renee M. Zeno,republican,61488,230663,0.2665707113841405
2018,NY-26,New York,NY,26,False,Brian Higgins,other,8929,230663,0.03871015290705488
2018,NY-26,New York,NY,26,False,Brian Higgins,other,3269,230663,0.014172190598405465
2018,NY-26,New York,NY,26,False,,other,9,230663,3.9017961268170446e-05
2018,NY-27,New York,NY,27,False,Nathan D. McMurray,democrat,128167,285300,0.44923589204346304
2018,NY-27,New York,NY,27,False,Chris Collins,republican,114506,285300,0.40135296179460217
2018,NY-27,New York,NY,27,False,Chris Collins,other,23553,285300,0.08255520504731861
2018,NY-27,New York,NY,27,False,Nathan D. McMurray,other,8090,285300,0.028356116368734665
2018,NY-27,New York,NY,27,False,Chris Collins,other,2087,285300,0.007315106905012267
2018,NY-27,New York,NY,27,False,Nathan D. McMurray,other,2802,285300,0.009821240799158781
2018,NY-27,New York,NY,27,False,Larry Piegza,other,5973,285300,0.020935856992639328
2018,NY-27,New York,NY,27,False,,other,122,285300,0.00042762004907115315
2018,NC-1,North Carolina,NC,1,False,G. K. Butterfield,democrat,190457,272675,0.6984762079398551
2018,NC-1,North Carolina,NC,1,False,Roger W. Allison,republican,82218,272675,0.30152379206014485
2018,NC-2,North Carolina,NC,2,False,George Holding,republican,170072,331704,0.5127221860453899
2018,NC-2,North Carolina,NC,2,False,Linda Coleman,democrat,151977,331704,0.4581705375877288
2018,NC-2,North Carolina,NC,2,False,Jeff Matemu,other,9655,331704,0.029107276366881315
2018,NC-3,North Carolina,NC,3,False,Walter B. Jones,republican,187901,187901,1.0
2018,NC-4,North Carolina,NC,4,False,David Price,democrat,247067,341403,0.7236813970586081
2018,NC-4,North Carolina,NC,4,False,Steve A. (Von) Loor,republican,82052,341403,0.24033766545695262
2018,NC-4,North Carolina,NC,4,False,Barbara Howe,other,12284,341403,0.03598093748443921
2018,NC-5,North Carolina,NC,5,False,Virginia Foxx,republican,159917,280385,0.5703479144747401
2018,NC-5,North Carolina,NC,5,False,DD Adams,democrat,120468,280385,0.4296520855252599
2018,NC-6,North Carolina,NC,6,False,B. Mark Walker,republican,160709,284360,0.5651603601069067
2018,NC-6,North Carolina,NC,6,False,Ryan Watts,democrat,123651,284360,0.43483963989309327
2018,NC-7,North Carolina,NC,7,False,David Rouzer,republican,156809,282312,0.5554457479667885
2018,NC-7,North Carolina,NC,7,False,Kyle Horton,democrat,120838,282312,0.4280299810139137
2018,NC-7,North Carolina,NC,7,False,David W. Fallin,other,4665,282312,0.0165242710192978
2018,NC-8,North Carolina,NC,8,False,Richard Hudson,republican,141402,255521,0.5533870014597626
2018,NC-8,North Carolina,NC,8,False,Frank McNeill,democrat,114119,255521,0.4466129985402374
2018,NC-9,North Carolina,NC,9,False,Mark Harris,republican,139246,282717,0.49252786355259853
2018,NC-9,North Carolina,NC,9,False,Dan McCready,democrat,138341,282717,0.4893267826130017
2018,NC-9,North Carolina,NC,9,False,Jeff Scott,other,5130,282717,0.01814535383439977
2018,NC-10,North Carolina,NC,10,False,Patrick McHenry,republican,164969,278228,0.592927383297152
2018,NC-10,North Carolina,NC,10,False,David Wilson Brown,democrat,113259,278228,0.407072616702848
2018,NC-11,North Carolina,NC,11,False,Mark Meadows,republican,178012,300666,0.5920589624367238
2018,NC-11,North Carolina,NC,11,False,Phillip G. Price,democrat,116508,300666,0.3874997505537706
2018,NC-11,North Carolina,NC,11,False,"Clifton B. Ingram, Jr.",other,6146,300666,0.020441287009505565
2018,NC-12,North Carolina,NC,12,False,Alma Adams,democrat,203974,279138,0.730728170295696
2018,NC-12,North Carolina,NC,12,False,Paul Wright,republican,75164,279138,0.26927182970430397
2018,NC-13,North Carolina,NC,13,False,Ted Budd,republican,147570,286316,0.5154095474929797
2018,NC-13,North Carolina,NC,13,False,Kathy Manning,democrat,130402,286316,0.4554478268765979
2018,NC-13,North Carolina,NC,13,False,Tom Bailey,other,5513,286316,0.019254949077243327
2018,NC-13,North Carolina,NC,13,False,Robert Corriher,other,2831,286316,0.009887676553179006
2018,ND-0,North Dakota,ND,0,False,Kelly Armstrong,republican,193568,321532,0.6020178395929487
2018,ND-0,North Dakota,ND,0,False,Mac Schneider,other,114377,321532,0.3557250911262332
2018,ND-0,North Dakota,ND,0,False,Charles Tuttle,other,13066,321532,0.040636701790179516
2018,ND-0,North Dakota,ND,0,False,,other,521,321532,0.001620367490638568
2018,OH-1,Ohio,OH,1,False,Steve Chabot,republican,154409,300871,0.5132066566734581
2018,OH-1,Ohio,OH,1,False,,other,5,300871,1.6618417860146044e-05
2018,OH-1,Ohio,OH,1,False,Dirk Kubala,other,5339,300871,0.017745146591063944
2018,OH-1,Ohio,OH,1,False,Aftab Pureval,democrat,141118,300871,0.4690315783176178
2018,OH-2,Ohio,OH,2,False,,other,8,289661,2.7618491961292683e-05
2018,OH-2,Ohio,OH,2,False,James J. Condit Jr,other,3606,289661,0.012449035251552677
2018,OH-2,Ohio,OH,2,False,Jill Schiller,democrat,119333,289661,0.4119746876521175
2018,OH-2,Ohio,OH,2,False,Brad Wenstrup,republican,166714,289661,0.5755486586043685
2018,OH-3,Ohio,OH,3,False,Joyce Beatty,democrat,181575,246677,0.7360840289123023
2018,OH-3,Ohio,OH,3,False,Jim Burgess,republican,65040,246677,0.26366463026548886
2018,OH-3,Ohio,OH,3,False,,other,62,246677,0.0002513408222087994
2018,OH-4,Ohio,OH,4,False,Janet Garrett,democrat,89412,257405,0.34735921990637325
2018,OH-4,Ohio,OH,4,False,Jim Jordan,republican,167993,257405,0.6526407800936268
2018,OH-5,Ohio,OH,5,False,J. Michael Galbraith,democrat,99655,283617,0.35137174428895307
2018,OH-5,Ohio,OH,5,False,Don Kissick,other,7393,283617,0.02606684366592976
2018,OH-5,Ohio,OH,5,False,Bob Latta,republican,176569,283617,0.6225614120451172
2018,OH-6,Ohio,OH,6,False,Bill Johnson,republican,172774,249490,0.6925087177842799
2018,OH-6,Ohio,OH,6,False,Shawna Roberts,democrat,76716,249490,0.3074912822157201
2018,OH-7,Ohio,OH,7,False,Bob Gibbs,republican,153117,260653,0.5874361699270678
2018,OH-7,Ohio,OH,7,False,Ken Harbaugh,democrat,107536,260653,0.41256383007293224
2018,OH-8,Ohio,OH,8,False,Warren Davidson,republican,173852,261133,0.6657603596634665
2018,OH-8,Ohio,OH,8,False,Vanessa Enoch,democrat,87281,261133,0.3342396403365335
2018,OH-9,Ohio,OH,9,False,Marcy Kaptur,democrat,157219,231937,0.6778521753752097
2018,OH-9,Ohio,OH,9,False,Steven W. Kraus,republican,74670,231937,0.3219408718746901
2018,OH-9,Ohio,OH,9,False,,other,48,231937,0.00020695275010024274
2018,OH-10,Ohio,OH,10,False,Theresa A. Gasper,democrat,118785,281726,0.42163307610941125
2018,OH-10,Ohio,OH,10,False,David A. Harlow,other,5387,281726,0.01912141584376309
2018,OH-10,Ohio,OH,10,False,Mike Turner,republican,157554,281726,0.5592455080468256
2018,OH-11,Ohio,OH,11,False,,other,36,250660,0.0001436208409798133
2018,OH-11,Ohio,OH,11,False,Marcia L. Fudge,democrat,206138,250660,0.8223809143860209
2018,OH-11,Ohio,OH,11,False,Beverly A. Goldstein,republican,44486,250660,0.17747546477299928
2018,OH-12,Ohio,OH,12,False,Troy Balderson,republican,175677,341647,0.5142061835754448
2018,OH-12,Ohio,OH,12,False,,other,1,341647,2.9269977491387307e-06
2018,OH-12,Ohio,OH,12,False,Joe Manchik,other,4718,341647,0.013809575380436532
2018,OH-12,Ohio,OH,12,False,Danny O'Connor,democrat,161251,341647,0.4719813140463695
2018,OH-13,Ohio,OH,13,False,Chris DePizzo,republican,98047,251370,0.3900505231332299
2018,OH-13,Ohio,OH,13,False,Tim Ryan,democrat,153323,251370,0.6099494768667701
2018,OH-14,Ohio,OH,14,False,David P. Joyce,republican,169809,307358,0.5524795189973907
2018,OH-14,Ohio,OH,14,False,Betsy Rader,democrat,137549,307358,0.4475204810026093
2018,OH-15,Ohio,OH,15,False,Johnathan Miller,other,5738,292443,0.019620917580519964
2018,OH-15,Ohio,OH,15,False,Rick Neal,democrat,116112,292443,0.3970414747489254
2018,OH-15,Ohio,OH,15,False,Steve Stivers,republican,170593,292443,0.5833376076705546
2018,OH-16,Ohio,OH,16,False,Anthony Gonzalez,republican,170029,299710,0.5673117346768543
2018,OH-16,Ohio,OH,16,False,Susan Moran Palmer,democrat,129681,299710,0.4326882653231457
2018,OK-1,Oklahoma,OK,1,False,Kevin Hern,republican,150129,253171,0.5929944582910365
2018,OK-1,Oklahoma,OK,1,False,Tim Gilpin,democrat,103042,253171,0.4070055417089635
2018,OK-2,Oklahoma,OK,2,False,Richard Castaldo,other,4140,216002,0.019166489199174082
2018,OK-2,Oklahoma,OK,2,False,Markwayne Mullin,republican,140451,216002,0.6502300904621253
2018,OK-2,Oklahoma,OK,2,False,Jason Nichols,democrat,65021,216002,0.30102036092258405
2018,OK-2,Oklahoma,OK,2,False,John Foreman,other,6390,216002,0.029583059416116518
2018,OK-3,Oklahoma,OK,3,False,Frank D. Lucas,republican,172913,234065,0.73873923910025
2018,OK-3,Oklahoma,OK,3,False,Frankie Robbins,democrat,61152,234065,0.2612607608997501
2018,OK-4,Oklahoma,OK,4,False,Tom Cole,republican,149227,236638,0.6306130038286327
2018,OK-4,Oklahoma,OK,4,False,Mary Brannon,democrat,78088,236638,0.32998926630549613
2018,OK-4,Oklahoma,OK,4,False,Ruby Peters,other,9323,236638,0.039397729865871076
2018,OK-5,Oklahoma,OK,5,False,Steve Russell,republican,117811,238960,0.49301556745898895
2018,OK-5,Oklahoma,OK,5,False,Kendra Horn,democrat,121149,238960,0.506984432541011
2018,OR-1,Oregon,OR,1,False,Drew A Layda,other,15121,363249,0.041627093261096385
2018,OR-1,Oregon,OR,1,False,Suzanne Bonamici,democrat,231198,363249,0.6364725023331104
2018,OR-1,Oregon,OR,1,False,John Verbeek,republican,116446,363249,0.3205679850460703
2018,OR-1,Oregon,OR,1,False,,other,484,363249,0.0013324193597229448
2018,OR-2,Oregon,OR,2,False,Mark R Roberts,other,15536,368709,0.04213621039898673
2018,OR-2,Oregon,OR,2,False,Greg Walden,republican,207597,368709,0.5630375173917642
2018,OR-2,Oregon,OR,2,False,Jamie McLeod-Skinner,democrat,145298,368709,0.39407229007157407
2018,OR-2,Oregon,OR,2,False,,other,278,368709,0.0007539821376749686
2018,OR-3,Oregon,OR,3,False,Marc W Koller,other,21352,384326,0.055557001087618324
2018,OR-3,Oregon,OR,3,False,Earl Blumenauer,democrat,279019,384326,0.725995639118873
2018,OR-3,Oregon,OR,3,False,Gary Lyndon Dye,other,5767,384326,0.015005490130774395
2018,OR-3,Oregon,OR,3,False,Michael Marsh,other,1487,384326,0.0038691111192060905
2018,OR-3,Oregon,OR,3,False,Tom Harrison,republican,76187,384326,0.19823535227905476
2018,OR-3,Oregon,OR,3,False,,other,514,384326,0.0013374062644733898
2018,OR-4,Oregon,OR,4,False,Art Robinson,republican,152414,372893,0.40873387271952005
2018,OR-4,Oregon,OR,4,False,Richard R Jacobson,other,5370,372893,0.014400913935096663
2018,OR-4,Oregon,OR,4,False,Mike Beilstein,other,5956,372893,0.015972410316096038
2018,OR-4,Oregon,OR,4,False,Peter DeFazio,democrat,208710,372893,0.5597047946730027
2018,OR-4,Oregon,OR,4,False,,other,443,372893,0.0011880083562845105
2018,OR-5,Oregon,OR,5,False,Mark Callahan,republican,149887,358469,0.41813099598570586
2018,OR-5,Oregon,OR,5,False,Dan Souza,other,6054,358469,0.016888489660193767
2018,OR-5,Oregon,OR,5,False,Marvin Sandnes,other,4802,358469,0.013395858498224392
2018,OR-5,Oregon,OR,5,False,Kurt Schrader,democrat,197187,358469,0.5500810390856671
2018,OR-5,Oregon,OR,5,False,,other,539,358469,0.0015036167702088604
2018,PA-1,Pennsylvania,PA,1,False,Henry Scott__Wallace,democrat,160745,329798,0.4874044111850284
2018,PA-1,Pennsylvania,PA,1,False,Brian K__Fitzpatrick,republican,169053,329798,0.5125955888149716
2018,PA-2,Pennsylvania,PA,2,False,Brendan F__Boyle,democrat,159600,201982,0.7901694210375182
2018,PA-2,Pennsylvania,PA,2,False,David__Torres,republican,42382,201982,0.2098305789624818
2018,PA-3,Pennsylvania,PA,3,False,Dwight__Evans,democrat,287610,307997,0.9338077968291899
2018,PA-3,Pennsylvania,PA,3,False,Bryan E__Leib,republican,20387,307997,0.06619220317081011
2018,PA-4,Pennsylvania,PA,4,False,Madeleine__Dean Cunnane,democrat,211524,332991,0.6352243754335702
2018,PA-4,Pennsylvania,PA,4,False,Daniel__David,republican,121467,332991,0.3647756245664297
2018,PA-5,Pennsylvania,PA,5,False,Mary Gay__Scanlon,democrat,198639,304714,0.6518866871886425
2018,PA-5,Pennsylvania,PA,5,False,Pearl__Kim,republican,106075,304714,0.34811331281135754
2018,PA-6,Pennsylvania,PA,6,False,Christina Jampoler__Houlahan,democrat,177704,301828,0.5887591608465749
2018,PA-6,Pennsylvania,PA,6,False,Gregory Michael  Mccauley Sr.,republican,124124,301828,0.41124083915342513
2018,PA-7,Pennsylvania,PA,7,False,Susan Ellis__Wild,democrat,140813,263261,0.534879834081007
2018,PA-7,Pennsylvania,PA,7,False,Martin W__Nothstein,republican,114437,263261,0.43469028834502643
2018,PA-7,Pennsylvania,PA,7,False,Tim__Silfies,other,8011,263261,0.03042987757396652
2018,PA-8,Pennsylvania,PA,8,False,Matthew Alton__Cartwright,democrat,135603,248166,0.546420541089432
2018,PA-8,Pennsylvania,PA,8,False,John Robert__Chrin,republican,112563,248166,0.45357945891056795
2018,PA-9,Pennsylvania,PA,9,False,Dennis__Wolff,democrat,100204,248927,0.4025437176360941
2018,PA-9,Pennsylvania,PA,9,False,Daniel__Meuser,republican,148723,248927,0.5974562823639059
2018,PA-10,Pennsylvania,PA,10,False,George B__Scott,democrat,141668,291033,0.48677641367130187
2018,PA-10,Pennsylvania,PA,10,False,Scott G__Perry,republican,149365,291033,0.5132235863286981
2018,PA-11,Pennsylvania,PA,11,False,Jessica__King,democrat,113876,277584,0.41023978327281113
2018,PA-11,Pennsylvania,PA,11,False,Lloyd K__Smucker,republican,163708,277584,0.5897602167271889
2018,PA-12,Pennsylvania,PA,12,False,Marc__Friedenberg,democrat,82825,243872,0.3396248851856712
2018,PA-12,Pennsylvania,PA,12,False,Thomas A__Marino,republican,161047,243872,0.6603751148143289
2018,PA-13,Pennsylvania,PA,13,False,Brent M__Ottaway,democrat,74733,253266,0.2950771126009808
2018,PA-13,Pennsylvania,PA,13,False,John__Joyce,republican,178533,253266,0.7049228873990192
2018,PA-14,Pennsylvania,PA,14,False,Bibiana__Boerio,democrat,110051,261437,0.4209465377892188
2018,PA-14,Pennsylvania,PA,14,False,Guy L__Reschenthaler,republican,151386,261437,0.5790534622107811
2018,PA-15,Pennsylvania,PA,15,False,Susan__Boser,democrat,78327,243572,0.32157637166833625
2018,PA-15,Pennsylvania,PA,15,False,Glenn William  Thompson Jr.,republican,165245,243572,0.6784236283316637
2018,PA-16,Pennsylvania,PA,16,False,Ronald A__Dinicola,democrat,124109,262396,0.4729835820667998
2018,PA-16,Pennsylvania,PA,16,False,George J  Kelly Jr.,republican,135348,262396,0.5158157898748457
2018,PA-16,Pennsylvania,PA,16,False,Ebert G Bill__Beeman,other,2939,262396,0.011200628058354548
2018,PA-17,Pennsylvania,PA,17,False,Conor James__Lamb,democrat,183162,325579,0.5625731389309507
2018,PA-17,Pennsylvania,PA,17,False,Keith__Rothfus,republican,142417,325579,0.43742686106904927
2018,PA-18,Pennsylvania,PA,18,False,Michael F  Doyle Jr.,democrat,231472,231472,1.0
2018,RI-1,Rhode Island,RI,1,False,David N. Cicilline,democrat,116099,174083,0.6669175048683674
2018,RI-1,Rhode Island,RI,1,False,Patrick J. Donovan,republican,57567,174083,0.3306870860451624
2018,RI-1,Rhode Island,RI,1,False,,other,417,174083,0.002395409086470247
2018,RI-2,Rhode Island,RI,2,False,James R. Langevin,democrat,126476,199197,0.6349292409022225
2018,RI-2,Rhode Island,RI,2,False,Salvatore G. Caiozzo,republican,72271,199197,0.3628116889310582
2018,RI-2,Rhode Island,RI,2,False,,other,450,199197,0.0022590701667193785
2018,SC-1,South Carolina,SC,1,False,Joe Cunningham,democrat,145455,287433,0.5060483660540022
2018,SC-1,South Carolina,SC,1,False,Katie Arrington,republican,141473,287433,0.492194702765514
2018,SC-1,South Carolina,SC,1,False,,other,505,287433,0.0017569311804837998
2018,SC-2,South Carolina,SC,2,False,Sean Carrigan,democrat,109199,257139,0.424669147814995
2018,SC-2,South Carolina,SC,2,False,Joe Wilson,republican,144642,257139,0.5625051042432303
2018,SC-2,South Carolina,SC,2,False,Sonny Narang,other,3111,257139,0.0120985148110555
2018,SC-2,South Carolina,SC,2,False,,other,187,257139,0.000727233130719183
2018,SC-3,South Carolina,SC,3,False,Mary Geren,democrat,70046,226204,0.3096585383105515
2018,SC-3,South Carolina,SC,3,False,Jeff Duncan,republican,153338,226204,0.6778748386412266
2018,SC-3,South Carolina,SC,3,False,Dave Moore,other,2697,226204,0.011922866085480363
2018,SC-3,South Carolina,SC,3,False,,other,123,226204,0.000543756962741596
2018,SC-4,South Carolina,SC,4,False,Brandon P Brown,democrat,89182,243950,0.36557491289198607
2018,SC-4,South Carolina,SC,4,False,William Timmons,republican,145321,243950,0.5956999385119902
2018,SC-4,South Carolina,SC,4,False,Guy V Furay,other,9203,243950,0.03772494363599098
2018,SC-4,South Carolina,SC,4,False,,other,244,243950,0.0010002049600327937
2018,SC-5,South Carolina,SC,5,False,Archie Parnell,democrat,103129,248579,0.4148741446381231
2018,SC-5,South Carolina,SC,5,False,Michael Chandler,other,3443,248579,0.013850727535310706
2018,SC-5,South Carolina,SC,5,False,Ralph W Norman,republican,141757,248579,0.5702694113340225
2018,SC-5,South Carolina,SC,5,False,,other,250,248579,0.001005716492543618
2018,SC-6,South Carolina,SC,6,False,James E Jim Clyburn,democrat,144765,206433,0.7012686925055587
2018,SC-6,South Carolina,SC,6,False,Bryan Pugh,other,3214,206433,0.01556921616214462
2018,SC-6,South Carolina,SC,6,False,Gerhard R Gressmann,republican,58282,206433,0.28232889121409854
2018,SC-6,South Carolina,SC,6,False,,other,172,206433,0.0008332001181981563
2018,SC-7,South Carolina,SC,7,False,Robert Williams,democrat,96564,239554,0.4030990924801924
2018,SC-7,South Carolina,SC,7,False,Tom Rice,republican,142681,239554,0.5956110104611069
2018,SC-7,South Carolina,SC,7,False,,other,309,239554,0.0012898970587007523
2018,SD-0,South Dakota,SD,0,False,George D. Hendrickson,other,4896,335471,0.01459440607384841
2018,SD-0,South Dakota,SD,0,False,"Dustin """"Dusty"""" Johnson",republican,202446,335471,0.6034679599726951
2018,SD-0,South Dakota,SD,0,False,Tim Bjorkman,democrat,120816,335471,0.3601384322340828
2018,SD-0,South Dakota,SD,0,False,Ron Wieczorek,other,7313,335471,0.021799201719373655
2018,TN-1,Tennessee,TN,1,False,Marty Olsen,democrat,47138,224282,0.2101729073220321
2018,TN-1,Tennessee,TN,1,False,Michael D. Salyer,other,4309,224282,0.01921242007829429
2018,TN-1,Tennessee,TN,1,False,Phil Roe,republican,172835,224282,0.7706146725996736
2018,TN-2,Tennessee,TN,2,False,Greg Samples,other,967,262134,0.0036889529782477663
2018,TN-2,Tennessee,TN,2,False,Jeffrey A. Grunau,other,657,262134,0.0025063517132458972
2018,TN-2,Tennessee,TN,2,False,Keith A. LaTorre,other,349,262134,0.0013313801338246851
2018,TN-2,Tennessee,TN,2,False,Marc Whitmire,other,637,262134,0.002430054857439325
2018,TN-2,Tennessee,TN,2,False,Renee Hoyos,democrat,86668,262134,0.33062479495220004
2018,TN-2,Tennessee,TN,2,False,Tim Burchett,republican,172856,262134,0.6594184653650423
2018,TN-3,Tennessee,TN,3,False,Chuck Fleischmann,republican,156512,245765,0.6368360018717067
2018,TN-3,Tennessee,TN,3,False,Danielle Mitchell,democrat,84731,245765,0.3447643073667935
2018,TN-3,Tennessee,TN,3,False,Rick Tyler,other,4522,245765,0.018399690761499807
2018,TN-4,Tennessee,TN,4,False,Mariah Phillips,democrat,78065,232451,0.3358342188246125
2018,TN-4,Tennessee,TN,4,False,Michael Shupe,other,7056,232451,0.030354784449195746
2018,TN-4,Tennessee,TN,4,False,Scott DesJarlais,republican,147323,232451,0.6337808828527303
2018,TN-4,Tennessee,TN,4,False,,other,7,232451,3.0113873461503715e-05
2018,TN-5,Tennessee,TN,5,False,Jim Cooper,democrat,177923,262248,0.6784532198529636
2018,TN-5,Tennessee,TN,5,False,Jody M. Ball,republican,84317,262248,0.3215162746713035
2018,TN-5,Tennessee,TN,5,False,,other,8,262248,3.0505475732894054e-05
2018,TN-6,Tennessee,TN,6,False,David Ross,other,3426,248740,0.01377341802685535
2018,TN-6,Tennessee,TN,6,False,Dawn Barlow,democrat,70370,248740,0.2829058454611241
2018,TN-6,Tennessee,TN,6,False,John Rose,republican,172810,248740,0.6947414971456138
2018,TN-6,Tennessee,TN,6,False,Lloyd Dunn,other,2134,248740,0.00857923936640669
2018,TN-7,Tennessee,TN,7,False,Brent Legendre,other,1070,254384,0.004206239386124914
2018,TN-7,Tennessee,TN,7,False,Justin Kanew,democrat,81661,254384,0.3210146864582678
2018,TN-7,Tennessee,TN,7,False,Leonard D. (Lenny) Ladner,other,1582,254384,0.006218944587709919
2018,TN-7,Tennessee,TN,7,False,Mark E. Green,republican,170071,254384,0.6685601295678973
2018,TN-8,Tennessee,TN,8,False,David Kustoff,republican,168030,248345,0.6765990859489822
2018,TN-8,Tennessee,TN,8,False,Erika Stotts Pearson,democrat,74755,248345,0.3010127041011496
2018,TN-8,Tennessee,TN,8,False,James Hart,other,5560,248345,0.022388209949868128
2018,TN-9,Tennessee,TN,9,False,Charlotte Bergmann,republican,34901,181476,0.1923174414247614
2018,TN-9,Tennessee,TN,9,False,Leo AwGoWhat,other,1436,181476,0.007912892062862307
2018,TN-9,Tennessee,TN,9,False,Steve Cohen,democrat,145139,181476,0.7997696665123762
2018,TX-1,Texas,TX,1,False,Louie Gohmert,republican,168165,232720,0.7226065658301822
2018,TX-1,Texas,TX,1,False,Shirley J. McKellar,democrat,61263,232720,0.26324767961498796
2018,TX-1,Texas,TX,1,False,Jeff Callaway,other,3292,232720,0.014145754554829838
2018,TX-2,Texas,TX,2,False,Dan Crenshaw,republican,139188,263392,0.5284442959543191
2018,TX-2,Texas,TX,2,False,Todd Litton,democrat,119992,263392,0.45556432997205687
2018,TX-2,Texas,TX,2,False,Patrick Gunnels,other,2373,263392,0.009009385250880816
2018,TX-2,Texas,TX,2,False,Scott Cubbler,other,1839,263392,0.006981988822743287
2018,TX-3,Texas,TX,3,False,Van Taylor,republican,169520,312511,0.5424449059393109
2018,TX-3,Texas,TX,3,False,Lorie Burch,democrat,138234,312511,0.44233322987030854
2018,TX-3,Texas,TX,3,False,Christopher J. Claytor,other,4604,312511,0.014732281423693885
2018,TX-3,Texas,TX,3,False,,other,153,312511,0.0004895827666866127
2018,TX-4,Texas,TX,4,False,John Ratcliffe,republican,188667,249245,0.7569540010832715
2018,TX-4,Texas,TX,4,False,Catherine Krantz,democrat,57400,249245,0.23029549238700878
2018,TX-4,Texas,TX,4,False,Ken Ashby,other,3178,249245,0.012750506529719754
2018,TX-5,Texas,TX,5,False,Lance Gooden,republican,130617,209507,0.6234493358217148
2018,TX-5,Texas,TX,5,False,Dan Wood,democrat,78666,209507,0.3754814874920647
2018,TX-5,Texas,TX,5,False,,other,224,209507,0.0010691766862205082
2018,TX-6,Texas,TX,6,False,Ron Wright,republican,135961,256042,0.5310105373337187
2018,TX-6,Texas,TX,6,False,Jana Lynne Sanchez,democrat,116350,256042,0.45441763460682233
2018,TX-6,Texas,TX,6,False,Jason Allen Harber,other,3731,256042,0.014571828059458995
2018,TX-7,Texas,TX,7,False,John Culberson,republican,115642,243601,0.4747189050948067
2018,TX-7,Texas,TX,7,False,Lizzie Pannill Fletcher,democrat,127959,243601,0.5252810949051934
2018,TX-8,Texas,TX,8,False,Kevin Brady,republican,200619,273170,0.7344108064575173
2018,TX-8,Texas,TX,8,False,Steven David,democrat,67930,273170,0.24867298751693084
2018,TX-8,Texas,TX,8,False,Chris Duncan,other,4621,273170,0.016916206025551855
2018,TX-9,Texas,TX,9,False,Al Green,democrat,136256,153001,0.8905562708740465
